,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label,gender
3130,lsmdc0011_Gandhi-52328,6132,Someone studies him a moment. Someone,Someone studies him a moment.,Someone,gold,"looks up - - his anger, his determination there, but then broken by a hopeless sigh.","stares at the screen, then glances slowly at someone.",moves forward to find someone 'frightened looks.,rolls his eyes and looks back.,0,2
3131,lsmdc0011_Gandhi-52328,6127,He looks down at someone and shakes his head. And now we,He looks down at someone and shakes his head.,And now we,gold,see an alternately man on a couch.,see someone in full shot for the first time.,watch a game of someone through a doorway.,see him sternly standing in a circle.,1,2
3132,lsmdc0011_Gandhi-52328,6131,"Someone has remained seated, pensive. Someone","Someone has remained seated, pensive.",Someone,gold,hesitates shaking as he reaches out close.,looks down as she pours the wine.,gets out of his car.,studies him a moment.,3,2
3133,lsmdc0011_Gandhi-52328,6129,"The police guard hesitates, and then unlocks the cell. Someone","The police guard hesitates, and then unlocks the cell.",Someone,gold,"enters and sits on a little wooden stool opposite someone, his long legs awkwardly filling most of the space between them.",'s balancing lies behind the door.,"struggles out of the compartment, but puts the cement slab on its shoulder.",enters cautiously as someone picks him up and close the door.,0,2
3134,lsmdc0011_Gandhi-52328,6134,"Then he speaks with a determined purposefulness, a friend's trust. He","Then he speaks with a determined purposefulness, a friend's trust.",He,gen,dashes down the aisle and finds her with a friend.,"striped mark rips his naked face, then smiles shit out - shape.",stays by the driver's window with someone searching his shoulder.,makes to play the drums in front of him.,3,0
3135,lsmdc0011_Gandhi-52328,6128,Someone turns to the guard. The police guard,Someone turns to the guard.,The police guard,gold,"hesitates, and then unlocks the cell.","dashes down the sidewalk, landing in a red red shirt.",enters the guard back and zoom around out of the cargo hold.,leans over the telegraph table with his back against the pillar.,0,2
3136,lsmdc0011_Gandhi-52328,6133,"Someone looks up - - his anger, his determination there, but then broken by a hopeless sigh. Someone","Someone looks up - - his anger, his determination there, but then broken by a hopeless sigh.",Someone,gold,points to a peaceful remorseful expression.,walks up to someone.,"is stunned, and obviously hurt.",stops expressionless and looks around the room.,2,2
3137,lsmdc0011_Gandhi-52328,6128,Someone turns to the guard. The police guard,Someone turns to the guard.,The police guard,gen,enters the guard back and zoom around out of the cargo hold.,"dashes down the sidewalk, landing in a red red shirt.",addresses the sleeping officer.,leans over the telegraph table with his back against the pillar.,2,2
3138,lsmdc0011_Gandhi-52328,6126,"The captain looks at his clerical collar, his English face, his determination. He","The captain looks at his clerical collar, his English face, his determination.",He,gen,looks back at the young duke - haired hobbit.,"unpacks a new painting, watching someone toasting and full some sorry things.",winks into a goblet.,gives him a stubborn look.,2,0
3139,lsmdc0011_Gandhi-52328,6127,He looks down at someone and shakes his head. And now we,He looks down at someone and shakes his head.,And now we,gen,see someone looking blank and uncertain.,see an alternately man on a couch.,see him sternly standing in a circle.,watch a game of someone through a doorway.,0,2
3140,lsmdc0011_Gandhi-52328,6130,"Someone enters and sits on a little wooden stool opposite someone, his long legs awkwardly filling most of the space between them. Someone","Someone enters and sits on a little wooden stool opposite someone, his long legs awkwardly filling most of the space between them.",Someone,gold,"has remained seated, pensive.",raises his head from the shore.,wears a sash over her neck.,observes then crosses himself to the slim worker.,0,2
3141,lsmdc0011_Gandhi-52328,6134,"Then he speaks with a determined purposefulness, a friend's trust. He","Then he speaks with a determined purposefulness, a friend's trust.",He,gen,"striped mark rips his naked face, then smiles shit out - shape.",stays by the driver's window with someone searching his shoulder.,gets in and gently hugs her father.,'s kick almost from side to side.,2,0
3142,lsmdc0046_Chasing_Amy-68717,7378,He picks up the mail on the floor. He,He picks up the mail on the floor.,He,gen,opens the bin and takes out handfuls of cans.,"falls to the ground, stomps on his hands.",leaves the loft with his mom to him.,"reaches for someone's book, and finds someone on the porch.",3,0
3143,lsmdc0046_Chasing_Amy-68717,7381,It hits the floor with a pop. They,It hits the floor with a pop.,They,gen,fall to th floor.,lands on the cement team.,knock its doors shut.,continue staring up.,0,2
3144,lsmdc0046_Chasing_Amy-68717,7377,Someone carries a bag in one arm and pulls out his keys with the other. He,Someone carries a bag in one arm and pulls out his keys with the other.,He,gold,turns up a phone.,drops it and walks away.,picks up the mail on the floor.,"marches on, landing in toward the front door.",2,0
3145,lsmdc0046_Chasing_Amy-68717,7373,"Then he turns and heads back to his car. As he reaches the door and turns to look back at her, someone",Then he turns and heads back to his car.,"As he reaches the door and turns to look back at her, someone",gold,"pounces on him, grabs his face and locks lips with him, big time.",pulls it out of the room and runs the door.,walks to her face down beside her family.,"goes back to his car with an inmates smile, and looks over his shoulder at it.",0,0
3146,lsmdc0046_Chasing_Amy-68717,7372,"Someone stands there, at a loss. Then he","Someone stands there, at a loss.",Then he,gold,turns the knife off his head like a knife lodged in the center of the wall.,"stumbles, but one door inward.",turns and heads back to his car.,"lowers himself off a stand and uses the cans for a time, then looking round it.",2,0
3147,lsmdc0046_Chasing_Amy-68717,7374,"As he reaches the door and turns to look back at her, someone pounces on him, grabs his face and locks lips with him, big time. He","As he reaches the door and turns to look back at her, someone pounces on him, grabs his face and locks lips with him, big time.",He,gen,is to giddy him at any longer.,"sniffs the backseat, then looks past the girls.",rests her head on someone's shoulder.,glances back then grins and walks away.,3,0
3148,lsmdc0046_Chasing_Amy-68717,7381,It hits the floor with a pop. They,It hits the floor with a pop.,They,gold,lands on the cement team.,knock its doors shut.,"look at one another, then at the flabbergasted someone.",continue staring up.,2,2
3149,lsmdc0046_Chasing_Amy-68717,7371,"She looks at him, rain drenching the pair. She","She looks at him, rain drenching the pair.",She,gold,slips the ring into her nose.,shakes her head ruefully.,listens for one moment.,thrusts her way down the sidewalk.,1,1
3150,lsmdc0046_Chasing_Amy-68717,7379,"He closes the door behind him and shuffles to the kitchenette, passing by the blanket - covered, slumbering forms of people, who are out cold in each other's arms. The place","He closes the door behind him and shuffles to the kitchenette, passing by the blanket - covered, slumbering forms of people, who are out cold in each other's arms.",The place,gold,is like a smooth plain in the middle of a handsome green stone and building light up a corridor.,looks a mess - like a couple of people were engaged in some tremendous fucking.,is just broken and is being tossed onto a bed running.,is beautifully skewered and one rolling spread - at the head of a half array spread shipping containers.,1,2
3151,lsmdc0046_Chasing_Amy-68717,7376,"And there they stand, by the side of the road, drenched kissing. Someone","And there they stand, by the side of the road, drenched kissing.",Someone,gen,turns off his high heels into a dingy garage.,opens his mouth to speak.,"barges his way through a garden, eating alone over a overgrown garden.",walks into the kitchen carrying a bowl full of cupcakes.,1,2
3152,lsmdc0046_Chasing_Amy-68717,7380,"He looks down again, and drops his jaw and his carton of choco. It","He looks down again, and drops his jaw and his carton of choco.",It,gold,hits the floor with a pop.,knocks the camera out to show someone finding his friend's information.,"lands on the dining table, leaning back over a sofa.",adds to a line of beach plates concealed by christmas trees.,0,2
3153,lsmdc0046_Chasing_Amy-68717,7382,"They look at one another, then at the flabbergasted someone. People","They look at one another, then at the flabbergasted someone.",People,gen,get back asleep in the bed.,walks through the rush into the house and approaches the apartment.,are very great at the switchboard.,enter from the vault and follow it across a narrow passageway.,3,2
3154,lsmdc0046_Chasing_Amy-68717,7374,"As he reaches the door and turns to look back at her, someone pounces on him, grabs his face and locks lips with him, big time. He","As he reaches the door and turns to look back at her, someone pounces on him, grabs his face and locks lips with him, big time.",He,gold,rests her head on someone's shoulder.,drops his keys and embraces her.,is to giddy him at any longer.,"sniffs the backseat, then looks past the girls.",1,0
3155,lsmdc0046_Chasing_Amy-68717,7377,Someone carries a bag in one arm and pulls out his keys with the other. He,Someone carries a bag in one arm and pulls out his keys with the other.,He,gen,drops it and walks away.,turns up a phone.,"marches on, landing in toward the front door.",heads for the door.,3,0
